# r_kpc   Phi_(km/s)^2   g_(km/s)^2/kpc
2.31923608e+01 -1.68776469e+07 7.28265978e+05
2.32533207e+01 -1.68333669e+07 7.24493505e+05
2.33144408e+01 -1.67892005e+07 7.20740195e+05
2.33757216e+01 -1.67451474e+07 7.17005955e+05
2.34371634e+01 -1.67012074e+07 7.13290692e+05
2.34987667e+01 -1.66573802e+07 7.09594314e+05
2.35605319e+01 -1.66136655e+07 7.05916727e+05
2.36224595e+01 -1.65700630e+07 7.02257842e+05
2.36845499e+01 -1.65265726e+07 6.98617566e+05
2.37468034e+01 -1.64831939e+07 6.94995809e+05
2.38092206e+01 -1.64399267e+07 6.91392481e+05
2.38718019e+01 -1.63967707e+07 6.87807490e+05
2.39345476e+01 -1.63537256e+07 6.84240749e+05
2.39974583e+01 -1.63107911e+07 6.80692167e+05
2.40605343e+01 -1.62679671e+07 6.77161657e+05
2.41237761e+01 -1.62252533e+07 6.73649129e+05
2.41871842e+01 -1.61826493e+07 6.70154495e+05
2.42507589e+01 -1.61401549e+07 6.66677669e+05
2.43145007e+01 -1.60977699e+07 6.63218563e+05
2.43784100e+01 -1.60554940e+07 6.59777090e+05
2.44424874e+01 -1.60133270e+07 6.56353165e+05
2.45067331e+01 -1.59712685e+07 6.52946700e+05
2.45711478e+01 -1.59293183e+07 6.49557611e+05
2.46357317e+01 -1.58874762e+07 6.46185812e+05
2.47004854e+01 -1.58457419e+07 6.42831219e+05
2.47654093e+01 -1.58041152e+07 6.39493747e+05
2.48305038e+01 -1.57625957e+07 6.36173313e+05
2.48957695e+01 -1.57211832e+07 6.32869832e+05
2.49612066e+01 -1.56798775e+07 6.29583222e+05
2.50268158e+01 -1.56386784e+07 6.26313399e+05
2.50925975e+01 -1.55975854e+07 6.23060281e+05
2.51585520e+01 -1.55565985e+07 6.19823787e+05
2.52246799e+01 -1.55157173e+07 6.16603834e+05
2.52909816e+01 -1.54749417e+07 6.13400341e+05
2.53574576e+01 -1.54342712e+07 6.10213227e+05
2.54241083e+01 -1.53937057e+07 6.07042412e+05
2.54909342e+01 -1.53532450e+07 6.03887815e+05
2.55579357e+01 -1.53128887e+07 6.00749356e+05
2.56251134e+01 -1.52726367e+07 5.97626957e+05
2.56924676e+01 -1.52324886e+07 5.94520537e+05
2.57599989e+01 -1.51924442e+07 5.91430019e+05
2.58277076e+01 -1.51525033e+07 5.88355324e+05
2.58955944e+01 -1.51126656e+07 5.85296373e+05
2.59636595e+01 -1.50729309e+07 5.82253089e+05
2.60319036e+01 -1.50332989e+07 5.79225395e+05
2.61003271e+01 -1.49937693e+07 5.76213214e+05
2.61689304e+01 -1.49543420e+07 5.73216469e+05
2.62377140e+01 -1.49150166e+07 5.70235084e+05
2.63066784e+01 -1.48757930e+07 5.67268983e+05
2.63758241e+01 -1.48366708e+07 5.64318091e+05
2.64451515e+01 -1.47976498e+07 5.61382332e+05
2.65146612e+01 -1.47587298e+07 5.58461631e+05
2.65843535e+01 -1.47199106e+07 5.55555915e+05
2.66542291e+01 -1.46811918e+07 5.52665108e+05
2.67242883e+01 -1.46425733e+07 5.49789137e+05
2.67945316e+01 -1.46040547e+07 5.46927929e+05
2.68649596e+01 -1.45656359e+07 5.44081410e+05
2.69355727e+01 -1.45273167e+07 5.41249508e+05
2.70063714e+01 -1.44890966e+07 5.38432150e+05
2.70773562e+01 -1.44509756e+07 5.35629263e+05
2.71485276e+01 -1.44129534e+07 5.32840777e+05
2.72198860e+01 -1.43750297e+07 5.30066619e+05
2.72914320e+01 -1.43372043e+07 5.27306719e+05
2.73631660e+01 -1.42994769e+07 5.24561006e+05
2.74350887e+01 -1.42618473e+07 5.21829409e+05
2.75072003e+01 -1.42243153e+07 5.19111858e+05
2.75795015e+01 -1.41868807e+07 5.16408283e+05
2.76519927e+01 -1.41495431e+07 5.13718615e+05
2.77246745e+01 -1.41123023e+07 5.11042785e+05
2.77975473e+01 -1.40751582e+07 5.08380723e+05
2.78706117e+01 -1.40381105e+07 5.05732362e+05
2.79438681e+01 -1.40011588e+07 5.03097632e+05
2.80173170e+01 -1.39643031e+07 5.00476466e+05
2.80909590e+01 -1.39275430e+07 4.97868796e+05
2.81647946e+01 -1.38908784e+07 4.95274556e+05
2.82388242e+01 -1.38543089e+07 4.92693678e+05
2.83130484e+01 -1.38178344e+07 4.90126095e+05
2.83874678e+01 -1.37814546e+07 4.87571741e+05
2.84620827e+01 -1.37451693e+07 4.85030551e+05
2.85368937e+01 -1.37089782e+07 4.82502458e+05
2.86119014e+01 -1.36728811e+07 4.79987396e+05
2.86871063e+01 -1.36368778e+07 4.77485301e+05
2.87625088e+01 -1.36009681e+07 4.74996109e+05
2.88381095e+01 -1.35651517e+07 4.72519754e+05
2.89139089e+01 -1.35294283e+07 4.70056171e+05
2.89899075e+01 -1.34937978e+07 4.67605299e+05
2.90661059e+01 -1.34582599e+07 4.65167071e+05
2.91425046e+01 -1.34228144e+07 4.62741427e+05
2.92191041e+01 -1.33874611e+07 4.60328301e+05
2.92959050e+01 -1.33521997e+07 4.57927632e+05
2.93729077e+01 -1.33170300e+07 4.55539357e+05
2.94501128e+01 -1.32819517e+07 4.53163415e+05
2.95275208e+01 -1.32469647e+07 4.50799742e+05
2.96051323e+01 -1.32120687e+07 4.48448278e+05
2.96829478e+01 -1.31772635e+07 4.46108961e+05
2.97609678e+01 -1.31425489e+07 4.43781730e+05
2.98391929e+01 -1.31079245e+07 4.41466525e+05
2.99176236e+01 -1.30733903e+07 4.39163285e+05
2.99962605e+01 -1.30389460e+07 4.36871950e+05
3.00751040e+01 -1.30045913e+07 4.34592460e+05
3.01541548e+01 -1.29703261e+07 4.32324756e+05
3.02334134e+01 -1.29361500e+07 4.30068778e+05
3.03128803e+01 -1.29020630e+07 4.27824467e+05
3.03925560e+01 -1.28680647e+07 4.25591765e+05
3.04724412e+01 -1.28341549e+07 4.23370613e+05
3.05525364e+01 -1.28003335e+07 4.21160953e+05
3.06328421e+01 -1.27666001e+07 4.18962726e+05
3.07133589e+01 -1.27329546e+07 4.16775876e+05
3.07940873e+01 -1.26993968e+07 4.14600345e+05
3.08750279e+01 -1.26659264e+07 4.12436076e+05
3.09561812e+01 -1.26325432e+07 4.10283012e+05
3.10375479e+01 -1.25992470e+07 4.08141096e+05
3.11191284e+01 -1.25660375e+07 4.06010273e+05
3.12009233e+01 -1.25329146e+07 4.03890485e+05
3.12829333e+01 -1.24998781e+07 4.01781678e+05
3.13651588e+01 -1.24669276e+07 3.99683796e+05
3.14476004e+01 -1.24340631e+07 3.97596784e+05
3.15302587e+01 -1.24012842e+07 3.95520586e+05
3.16131343e+01 -1.23685908e+07 3.93455148e+05
3.16962277e+01 -1.23359826e+07 3.91400416e+05
3.17795395e+01 -1.23034595e+07 3.89356335e+05
3.18630703e+01 -1.22710212e+07 3.87322851e+05
3.19468207e+01 -1.22386674e+07 3.85299911e+05
3.20307912e+01 -1.22063981e+07 3.83287462e+05
3.21149824e+01 -1.21742130e+07 3.81285449e+05
3.21993949e+01 -1.21421118e+07 3.79293821e+05
3.22840293e+01 -1.21100943e+07 3.77312524e+05
3.23688861e+01 -1.20781604e+07 3.75341507e+05
3.24539660e+01 -1.20463098e+07 3.73380716e+05
3.25392695e+01 -1.20145423e+07 3.71430101e+05
3.26247972e+01 -1.19828577e+07 3.69489608e+05
3.27105497e+01 -1.19512558e+07 3.67559188e+05
3.27965276e+01 -1.19197364e+07 3.65638789e+05
3.28827315e+01 -1.18882993e+07 3.63728360e+05
3.29691620e+01 -1.18569442e+07 3.61827849e+05
3.30558196e+01 -1.18256710e+07 3.59937208e+05
3.31427051e+01 -1.17944794e+07 3.58056385e+05
3.32298189e+01 -1.17633692e+07 3.56185331e+05
3.33171617e+01 -1.17323403e+07 3.54323995e+05
3.34047340e+01 -1.17013924e+07 3.52472329e+05
3.34925366e+01 -1.16705253e+07 3.50630283e+05
3.35805699e+01 -1.16397388e+07 3.48797809e+05
3.36688346e+01 -1.16090327e+07 3.46974856e+05
3.37573313e+01 -1.15784068e+07 3.45161378e+05
3.38460606e+01 -1.15478609e+07 3.43357325e+05
3.39350232e+01 -1.15173948e+07 3.41562650e+05
3.40242196e+01 -1.14870083e+07 3.39777304e+05
3.41136504e+01 -1.14567011e+07 3.38001240e+05
3.42033163e+01 -1.14264731e+07 3.36234411e+05
3.42932178e+01 -1.13963241e+07 3.34476770e+05
3.43833557e+01 -1.13662539e+07 3.32728269e+05
3.44737305e+01 -1.13362623e+07 3.30988862e+05
3.45643429e+01 -1.13063490e+07 3.29258503e+05
3.46551934e+01 -1.12765139e+07 3.27537145e+05
3.47462827e+01 -1.12467567e+07 3.25824742e+05
3.48376114e+01 -1.12170774e+07 3.24121248e+05
3.49291802e+01 -1.11874756e+07 3.22426618e+05
3.50209896e+01 -1.11579511e+07 3.20740807e+05
3.51130404e+01 -1.11285039e+07 3.19063769e+05
3.52053331e+01 -1.10991336e+07 3.17395460e+05
3.52978685e+01 -1.10698401e+07 3.15735834e+05
3.53906470e+01 -1.10406232e+07 3.14084848e+05
3.54836694e+01 -1.10114826e+07 3.12442457e+05
3.55769363e+01 -1.09824183e+07 3.10808616e+05
3.56704484e+01 -1.09534299e+07 3.09183283e+05
3.57642062e+01 -1.09245174e+07 3.07566414e+05
3.58582105e+01 -1.08956804e+07 3.05957964e+05
3.59524619e+01 -1.08669189e+07 3.04357892e+05
3.60469610e+01 -1.08382325e+07 3.02766153e+05
3.61417085e+01 -1.08096212e+07 3.01182706e+05
3.62367050e+01 -1.07810847e+07 2.99607508e+05
3.63319512e+01 -1.07526229e+07 2.98040516e+05
3.64274478e+01 -1.07242354e+07 2.96481688e+05
3.65231954e+01 -1.06959223e+07 2.94930982e+05
3.66191946e+01 -1.06676832e+07 2.93388357e+05
3.67154462e+01 -1.06395179e+07 2.91853771e+05
3.68119508e+01 -1.06114264e+07 2.90327182e+05
3.69087090e+01 -1.05834083e+07 2.88808550e+05
3.70057215e+01 -1.05554635e+07 2.87297834e+05
3.71029891e+01 -1.05275919e+07 2.85794993e+05
3.72005123e+01 -1.04997931e+07 2.84299986e+05
3.72982918e+01 -1.04720671e+07 2.82812773e+05
3.73963284e+01 -1.04444136e+07 2.81333314e+05
3.74946226e+01 -1.04168325e+07 2.79861569e+05
3.75931752e+01 -1.03893236e+07 2.78397499e+05
3.76919868e+01 -1.03618866e+07 2.76941064e+05
3.77910582e+01 -1.03345215e+07 2.75492224e+05
3.78903899e+01 -1.03072279e+07 2.74050940e+05
3.79899828e+01 -1.02800058e+07 2.72617174e+05
3.80898374e+01 -1.02528549e+07 2.71190886e+05
3.81899545e+01 -1.02257751e+07 2.69772039e+05
3.82903347e+01 -1.01987662e+07 2.68360593e+05
3.83909788e+01 -1.01718279e+07 2.66956511e+05
3.84918874e+01 -1.01449602e+07 2.65559755e+05
3.85930612e+01 -1.01181628e+07 2.64170286e+05
3.86945010e+01 -1.00914355e+07 2.62788068e+05
3.87962074e+01 -1.00647782e+07 2.61413062e+05
3.88981812e+01 -1.00381907e+07 2.60045232e+05
3.90004229e+01 -1.00116728e+07 2.58684540e+05
3.91029334e+01 -9.98522426e+06 2.57330950e+05
3.92057134e+01 -9.95884499e+06 2.55984425e+05
3.93087635e+01 -9.93253479e+06 2.54644929e+05
3.94120844e+01 -9.90629347e+06 2.53312424e+05
3.95156770e+01 -9.88012085e+06 2.51986875e+05
3.96195418e+01 -9.85401676e+06 2.50668247e+05
3.97236796e+01 -9.82798101e+06 2.49356503e+05
3.98280912e+01 -9.80201344e+06 2.48051607e+05
3.99327772e+01 -9.77611386e+06 2.46753524e+05
4.00377383e+01 -9.75028209e+06 2.45462220e+05
4.01429753e+01 -9.72451797e+06 2.44177658e+05
4.02484890e+01 -9.69882131e+06 2.42899805e+05
4.03542800e+01 -9.67319194e+06 2.41628624e+05
4.04603490e+01 -9.64762969e+06 2.40364083e+05
4.05666969e+01 -9.62213438e+06 2.39106146e+05
4.06733242e+01 -9.59670583e+06 2.37854779e+05
4.07802319e+01 -9.57134388e+06 2.36609948e+05
4.08874205e+01 -9.54604835e+06 2.35371619e+05
4.09948909e+01 -9.52081907e+06 2.34139759e+05
4.11026437e+01 -9.49565586e+06 2.32914334e+05
4.12106798e+01 -9.47055856e+06 2.31695311e+05
4.13189999e+01 -9.44552699e+06 2.30482657e+05
4.14276046e+01 -9.42056098e+06 2.29276338e+05
4.15364948e+01 -9.39566037e+06 2.28076321e+05
4.16456713e+01 -9.37082497e+06 2.26882575e+05
4.17551347e+01 -9.34605463e+06 2.25695066e+05
4.18648858e+01 -9.32134917e+06 2.24513762e+05
4.19749254e+01 -9.29670842e+06 2.23338632e+05
4.20852542e+01 -9.27213222e+06 2.22169642e+05
4.21958730e+01 -9.24762039e+06 2.21006761e+05
4.23067826e+01 -9.22317278e+06 2.19849958e+05
4.24179837e+01 -9.19878920e+06 2.18699200e+05
4.25294771e+01 -9.17446951e+06 2.17554457e+05
4.26412635e+01 -9.15021352e+06 2.16415697e+05
4.27533438e+01 -9.12602107e+06 2.15282889e+05
4.28657186e+01 -9.10189201e+06 2.14156002e+05
4.29783888e+01 -9.07782615e+06 2.13035006e+05
4.30913552e+01 -9.05382335e+06 2.11919869e+05
4.32046185e+01 -9.02988343e+06 2.10810562e+05
4.33181795e+01 -9.00600622e+06 2.09707055e+05
4.34320390e+01 -8.98219158e+06 2.08609316e+05
4.35461978e+01 -8.95843933e+06 2.07517316e+05
4.36606566e+01 -8.93474931e+06 2.06431025e+05
4.37754163e+01 -8.91112135e+06 2.05350414e+05
4.38904776e+01 -8.88755531e+06 2.04275452e+05
4.40058414e+01 -8.86405101e+06 2.03206112e+05
4.41215083e+01 -8.84060829e+06 2.02142362e+05
4.42374793e+01 -8.81722700e+06 2.01084175e+05
4.43537552e+01 -8.79390697e+06 2.00031521e+05
4.44703366e+01 -8.77064804e+06 1.98984372e+05
4.45872245e+01 -8.74745006e+06 1.97942699e+05
4.47044196e+01 -8.72431286e+06 1.96906473e+05
4.48219228e+01 -8.70123629e+06 1.95875666e+05
4.49397348e+01 -8.67822019e+06 1.94850250e+05
4.50578564e+01 -8.65526440e+06 1.93830196e+05
4.51762886e+01 -8.63236876e+06 1.92815478e+05
4.52950320e+01 -8.60953312e+06 1.91806067e+05
4.54140876e+01 -8.58675732e+06 1.90801935e+05
4.55334560e+01 -8.56404120e+06 1.89803055e+05
4.56531383e+01 -8.54138461e+06 1.88809400e+05
4.57731351e+01 -8.51878739e+06 1.87820942e+05
4.58934473e+01 -8.49624939e+06 1.86837655e+05
4.60140757e+01 -8.47377045e+06 1.85859511e+05
4.61350212e+01 -8.45135041e+06 1.84886483e+05
4.62562847e+01 -8.42898914e+06 1.83918546e+05
4.63778668e+01 -8.40668646e+06 1.82955672e+05
4.64997685e+01 -8.38444223e+06 1.81997835e+05
4.66219907e+01 -8.36225629e+06 1.81045009e+05
4.67445340e+01 -8.34012850e+06 1.80097168e+05
4.68673995e+01 -8.31805870e+06 1.79154285e+05
4.69905879e+01 -8.29604674e+06 1.78216335e+05
4.71141002e+01 -8.27409246e+06 1.77283292e+05
4.72379370e+01 -8.25219573e+06 1.76355131e+05
4.73620994e+01 -8.23035638e+06 1.75431826e+05
4.74865881e+01 -8.20857426e+06 1.74513352e+05
4.76114041e+01 -8.18684923e+06 1.73599683e+05
4.77365481e+01 -8.16518115e+06 1.72690795e+05
4.78620210e+01 -8.14356985e+06 1.71786663e+05
4.79878237e+01 -8.12201519e+06 1.70887261e+05
4.81139571e+01 -8.10051702e+06 1.69992565e+05
4.82404221e+01 -8.07907520e+06 1.69102551e+05
4.83672194e+01 -8.05768958e+06 1.68217194e+05
4.84943500e+01 -8.03636000e+06 1.67336470e+05
4.86218148e+01 -8.01508633e+06 1.66460355e+05
4.87496146e+01 -7.99386842e+06 1.65588824e+05
4.88777504e+01 -7.97270612e+06 1.64721854e+05
4.90062229e+01 -7.95159929e+06 1.63859420e+05
4.91350331e+01 -7.93054778e+06 1.63001500e+05
4.92641819e+01 -7.90955144e+06 1.62148070e+05
4.93936701e+01 -7.88861014e+06 1.61299106e+05
4.95234987e+01 -7.86772372e+06 1.60454584e+05
4.96536686e+01 -7.84689205e+06 1.59614483e+05
4.97841806e+01 -7.82611499e+06 1.58778778e+05
4.99150356e+01 -7.80539238e+06 1.57947446e+05
5.00462346e+01 -7.78472408e+06 1.57120466e+05
5.01777784e+01 -7.76410996e+06 1.56297813e+05
5.03096680e+01 -7.74354987e+06 1.55479467e+05
5.04419042e+01 -7.72304368e+06 1.54665403e+05
5.05744880e+01 -7.70259123e+06 1.53855600e+05
5.07074203e+01 -7.68219239e+06 1.53050035e+05
5.08407021e+01 -7.66184703e+06 1.52248686e+05
5.09743341e+01 -7.64155499e+06 1.51451532e+05
5.11083174e+01 -7.62131613e+06 1.50658550e+05
5.12426528e+01 -7.60113033e+06 1.49869719e+05
5.13773414e+01 -7.58099745e+06 1.49085016e+05
5.15123840e+01 -7.56091733e+06 1.48304421e+05
5.16477815e+01 -7.54088985e+06 1.47527911e+05
5.17835349e+01 -7.52091486e+06 1.46755466e+05
5.19196451e+01 -7.50099224e+06 1.45987065e+05
5.20561131e+01 -7.48112183e+06 1.45222685e+05
5.21929398e+01 -7.46130351e+06 1.44462306e+05
5.23301261e+01 -7.44153714e+06 1.43705908e+05
5.24676730e+01 -7.42182259e+06 1.42953469e+05
5.26055814e+01 -7.40215971e+06 1.42204969e+05
5.27438524e+01 -7.38254837e+06 1.41460386e+05
5.28824867e+01 -7.36298845e+06 1.40719702e+05
5.30214855e+01 -7.34347979e+06 1.39982894e+05
5.31608496e+01 -7.32402227e+06 1.39249944e+05
5.33005800e+01 -7.30461576e+06 1.38520830e+05
5.34406777e+01 -7.28526011e+06 1.37795533e+05
5.35811437e+01 -7.26595521e+06 1.37074033e+05
5.37219788e+01 -7.24670091e+06 1.36356310e+05
5.38631841e+01 -7.22749708e+06 1.35642344e+05
5.40047606e+01 -7.20834359e+06 1.34932116e+05
5.41467092e+01 -7.18924031e+06 1.34225606e+05
5.42890309e+01 -7.17018711e+06 1.33522794e+05
5.44317267e+01 -7.15118385e+06 1.32823661e+05
5.45747975e+01 -7.13223040e+06 1.32128189e+05
5.47182445e+01 -7.11332664e+06 1.31436357e+05
5.48620684e+01 -7.09447244e+06 1.30748148e+05
5.50062704e+01 -7.07566766e+06 1.30063541e+05
5.51508514e+01 -7.05691217e+06 1.29382518e+05
5.52958124e+01 -7.03820585e+06 1.28705060e+05
5.54411545e+01 -7.01954857e+06 1.28031149e+05
5.55868786e+01 -7.00094019e+06 1.27360766e+05
5.57329857e+01 -6.98238059e+06 1.26693893e+05
5.58794768e+01 -6.96386965e+06 1.26030511e+05
5.60263530e+01 -6.94540723e+06 1.25370602e+05
5.61736153e+01 -6.92699321e+06 1.24714148e+05
5.63212646e+01 -6.90862746e+06 1.24061131e+05
5.64693020e+01 -6.89030986e+06 1.23411533e+05
5.66177285e+01 -6.87204027e+06 1.22765335e+05
5.67665451e+01 -6.85381857e+06 1.22122521e+05
5.69157529e+01 -6.83564465e+06 1.21483072e+05
5.70653529e+01 -6.81751836e+06 1.20846971e+05
5.72153461e+01 -6.79943959e+06 1.20214200e+05
5.73657335e+01 -6.78140822e+06 1.19584742e+05
5.75165163e+01 -6.76342411e+06 1.18958580e+05
5.76676953e+01 -6.74548715e+06 1.18335696e+05
5.78192718e+01 -6.72759721e+06 1.17716073e+05
5.79712466e+01 -6.70975417e+06 1.17099694e+05
5.81236209e+01 -6.69195790e+06 1.16486542e+05
5.82763957e+01 -6.67420828e+06 1.15876601e+05
5.84295720e+01 -6.65650519e+06 1.15269853e+05
5.85831510e+01 -6.63884852e+06 1.14666282e+05
5.87371337e+01 -6.62123812e+06 1.14065871e+05
5.88915211e+01 -6.60367390e+06 1.13468603e+05
5.90463142e+01 -6.58615572e+06 1.12874463e+05
5.92015143e+01 -6.56868346e+06 1.12283433e+05
5.93571223e+01 -6.55125700e+06 1.11695498e+05
5.95131393e+01 -6.53387623e+06 1.11110641e+05
5.96695663e+01 -6.51654102e+06 1.10528846e+05
5.98264046e+01 -6.49925126e+06 1.09950098e+05
5.99836550e+01 -6.48200682e+06 1.09374380e+05
6.01413188e+01 -6.46480759e+06 1.08801676e+05
6.02993970e+01 -6.44765344e+06 1.08231970e+05
6.04578907e+01 -6.43054427e+06 1.07665248e+05
6.06168011e+01 -6.41347994e+06 1.07101492e+05
6.07761290e+01 -6.39646036e+06 1.06540689e+05
6.09358758e+01 -6.37948538e+06 1.05982822e+05
6.10960425e+01 -6.36255491e+06 1.05427876e+05
6.12566301e+01 -6.34566882e+06 1.04875835e+05
6.14176399e+01 -6.32882700e+06 1.04326685e+05
6.15790728e+01 -6.31202933e+06 1.03780410e+05
6.17409301e+01 -6.29527569e+06 1.03236995e+05
6.19032128e+01 -6.27856598e+06 1.02696426e+05
6.20659220e+01 -6.26190006e+06 1.02158687e+05
6.22290590e+01 -6.24527784e+06 1.01623764e+05
6.23926247e+01 -6.22869920e+06 1.01091641e+05
6.25566203e+01 -6.21216401e+06 1.00562305e+05
6.27210470e+01 -6.19567218e+06 1.00035740e+05
6.28859059e+01 -6.17922357e+06 9.95119325e+04
6.30511981e+01 -6.16281809e+06 9.89908675e+04
6.32169248e+01 -6.14645561e+06 9.84725308e+04
6.33830871e+01 -6.13013603e+06 9.79569081e+04
6.35496861e+01 -6.11385923e+06 9.74439853e+04
6.37167230e+01 -6.09762511e+06 9.69337481e+04
6.38841990e+01 -6.08143354e+06 9.64261825e+04
6.40521151e+01 -6.06528441e+06 9.59212745e+04
6.42204727e+01 -6.04917762e+06 9.54190103e+04
6.43892727e+01 -6.03311306e+06 9.49193759e+04
6.45585164e+01 -6.01709061e+06 9.44223577e+04
6.47282050e+01 -6.00111016e+06 9.39279419e+04
6.48983396e+01 -5.98517161e+06 9.34361149e+04
6.50689214e+01 -5.96927484e+06 9.29468631e+04
6.52399515e+01 -5.95341974e+06 9.24601731e+04
6.54114312e+01 -5.93760621e+06 9.19760314e+04
6.55833616e+01 -5.92183413e+06 9.14944247e+04
6.57557439e+01 -5.90610341e+06 9.10153398e+04
6.59285794e+01 -5.89041392e+06 9.05387634e+04
6.61018691e+01 -5.87476556e+06 9.00646824e+04
6.62756143e+01 -5.85915822e+06 8.95930838e+04
6.64498161e+01 -5.84359180e+06 8.91239544e+04
6.66244759e+01 -5.82806618e+06 8.86572816e+04
6.67995947e+01 -5.81258127e+06 8.81930522e+04
6.69751739e+01 -5.79713695e+06 8.77312536e+04
6.71512145e+01 -5.78173312e+06 8.72718731e+04
6.73277178e+01 -5.76636968e+06 8.68148979e+04
6.75046851e+01 -5.75104650e+06 8.63603156e+04
6.76821175e+01 -5.73576350e+06 8.59081134e+04
6.78600163e+01 -5.72052056e+06 8.54582791e+04
6.80383827e+01 -5.70531759e+06 8.50108002e+04
6.82172179e+01 -5.69015447e+06 8.45656643e+04
6.83965232e+01 -5.67503109e+06 8.41228593e+04
6.85762998e+01 -5.65994737e+06 8.36823728e+04
6.87565489e+01 -5.64490319e+06 8.32441928e+04
6.89372717e+01 -5.62989845e+06 8.28083071e+04
6.91184696e+01 -5.61493304e+06 8.23747039e+04
6.93001438e+01 -5.60000686e+06 8.19433710e+04
6.94822955e+01 -5.58511982e+06 8.15142967e+04
6.96649259e+01 -5.57027180e+06 8.10874691e+04
6.98480364e+01 -5.55546271e+06 8.06628764e+04
7.00316282e+01 -5.54069244e+06 8.02405070e+04
7.02157026e+01 -5.52596089e+06 7.98203492e+04
7.04002608e+01 -5.51126796e+06 7.94023914e+04
7.05853040e+01 -5.49661355e+06 7.89866221e+04
7.07708337e+01 -5.48199755e+06 7.85730298e+04
7.09568510e+01 -5.46741988e+06 7.81616032e+04
7.11433573e+01 -5.45288041e+06 7.77523309e+04
7.13303537e+01 -5.43837907e+06 7.73452016e+04
7.15178417e+01 -5.42391574e+06 7.69402042e+04
7.17058225e+01 -5.40949033e+06 7.65373273e+04
7.18942974e+01 -5.39510273e+06 7.61365601e+04
7.20832677e+01 -5.38075285e+06 7.57378913e+04
7.22727347e+01 -5.36644059e+06 7.53413100e+04
7.24626996e+01 -5.35216585e+06 7.49468053e+04
7.26531639e+01 -5.33792853e+06 7.45543663e+04
7.28441288e+01 -5.32372854e+06 7.41639822e+04
7.30355957e+01 -5.30956577e+06 7.37756422e+04
7.32275658e+01 -5.29544013e+06 7.33893357e+04
7.34200405e+01 -5.28135153e+06 7.30050519e+04
7.36130211e+01 -5.26729985e+06 7.26227803e+04
7.38065090e+01 -5.25328501e+06 7.22425104e+04
7.40005054e+01 -5.23930692e+06 7.18642316e+04
7.41950117e+01 -5.22536547e+06 7.14879336e+04
7.43900293e+01 -5.21146056e+06 7.11136060e+04
7.45855595e+01 -5.19759211e+06 7.07412384e+04
7.47816036e+01 -5.18376002e+06 7.03708207e+04
7.49781630e+01 -5.16996418e+06 7.00023425e+04
7.51752391e+01 -5.15620452e+06 6.96357937e+04
7.53728331e+01 -5.14248092e+06 6.92711643e+04
7.55709465e+01 -5.12879331e+06 6.89084441e+04
7.57695807e+01 -5.11514157e+06 6.85476233e+04
7.59687370e+01 -5.10152562e+06 6.81886917e+04
7.61684167e+01 -5.08794537e+06 6.78316397e+04
7.63686212e+01 -5.07440072e+06 6.74764572e+04
7.65693520e+01 -5.06089158e+06 6.71231345e+04
7.67706104e+01 -5.04741786e+06 6.67716619e+04
7.69723979e+01 -5.03397945e+06 6.64220297e+04
7.71747156e+01 -5.02057628e+06 6.60742283e+04
7.73775652e+01 -5.00720824e+06 6.57282480e+04
7.75809480e+01 -4.99387524e+06 6.53840793e+04
7.77848653e+01 -4.98057721e+06 6.50417128e+04
7.79893186e+01 -4.96731403e+06 6.47011390e+04
7.81943093e+01 -4.95408562e+06 6.43623485e+04
7.83998388e+01 -4.94089189e+06 6.40253320e+04
7.86059086e+01 -4.92773275e+06 6.36900802e+04
7.88125200e+01 -4.91460810e+06 6.33565839e+04
7.90196744e+01 -4.90151787e+06 6.30248338e+04
7.92273734e+01 -4.88846195e+06 6.26948208e+04
7.94356183e+01 -4.87544026e+06 6.23665359e+04
7.96444105e+01 -4.86245270e+06 6.20399699e+04
7.98537515e+01 -4.84949919e+06 6.17151139e+04
8.00636428e+01 -4.83657964e+06 6.13919589e+04
8.02740858e+01 -4.82369396e+06 6.10704960e+04
8.04850818e+01 -4.81084206e+06 6.07507164e+04
8.06966325e+01 -4.79802385e+06 6.04326113e+04
8.09087393e+01 -4.78523925e+06 6.01161718e+04
8.11214035e+01 -4.77248816e+06 5.98013892e+04
8.13346268e+01 -4.75977050e+06 5.94882550e+04
8.15484104e+01 -4.74708617e+06 5.91767603e+04
8.17627560e+01 -4.73443511e+06 5.88668968e+04
